Date,Value,Units,Transformation
2013-12-01,234.719,Index 1982-1984=100,lin
2014-01-01,235.288,Index 1982-1984=100,lin
2014-02-01,235.547,Index 1982-1984=100,lin
2014-03-01,236.028,Index 1982-1984=100,lin
2014-04-01,236.468,Index 1982-1984=100,lin
2014-05-01,236.918,Index 1982-1984=100,lin
2014-06-01,237.231,Index 1982-1984=100,lin
2014-07-01,237.498,Index 1982-1984=100,lin
2014-08-01,237.460,Index 1982-1984=100,lin
2014-09-01,237.477,Index 1982-1984=100,lin
2014-10-01,237.430,Index 1982-1984=100,lin
2014-11-01,236.983,Index 1982-1984=100,lin
2014-12-01,236.252,Index 1982-1984=100,lin
2015-01-01,234.747,Index 1982-1984=100,lin
2015-02-01,235.342,Index 1982-1984=100,lin
2015-03-01,235.976,Index 1982-1984=100,lin
2015-04-01,236.222,Index 1982-1984=100,lin
2015-05-01,237.001,Index 1982-1984=100,lin
2015-06-01,237.657,Index 1982-1984=100,lin
2015-07-01,238.034,Index 1982-1984=100,lin
2015-08-01,238.033,Index 1982-1984=100,lin
2015-09-01,237.498,Index 1982-1984=100,lin
2015-10-01,237.733,Index 1982-1984=100,lin
2015-11-01,238.017,Index 1982-1984=100,lin
2015-12-01,237.761,Index 1982-1984=100,lin
2016-01-01,237.652,Index 1982-1984=100,lin
2016-02-01,237.336,Index 1982-1984=100,lin
2016-03-01,238.080,Index 1982-1984=100,lin
2016-04-01,238.992,Index 1982-1984=100,lin
2016-05-01,239.557,Index 1982-1984=100,lin
2016-06-01,240.222,Index 1982-1984=100,lin
2016-07-01,240.101,Index 1982-1984=100,lin
2016-08-01,240.545,Index 1982-1984=100,lin
2016-09-01,241.176,Index 1982-1984=100,lin
2016-10-01,241.741,Index 1982-1984=100,lin
2016-11-01,242.026,Index 1982-1984=100,lin
2016-12-01,242.637,Index 1982-1984=100,lin
2017-01-01,243.618,Index 1982-1984=100,lin
2017-02-01,244.006,Index 1982-1984=100,lin
2017-03-01,243.892,Index 1982-1984=100,lin
2017-04-01,244.193,Index 1982-1984=100,lin
2017-05-01,244.004,Index 1982-1984=100,lin
2017-06-01,244.163,Index 1982-1984=100,lin
2017-07-01,244.243,Index 1982-1984=100,lin
2017-08-01,245.183,Index 1982-1984=100,lin
2017-09-01,246.435,Index 1982-1984=100,lin
2017-10-01,246.626,Index 1982-1984=100,lin
2017-11-01,247.284,Index 1982-1984=100,lin
2017-12-01,247.805,Index 1982-1984=100,lin
2018-01-01,248.859,Index 1982-1984=100,lin
2018-02-01,249.529,Index 1982-1984=100,lin
2018-03-01,249.577,Index 1982-1984=100,lin
2018-04-01,250.227,Index 1982-1984=100,lin
2018-05-01,250.792,Index 1982-1984=100,lin
2018-06-01,251.018,Index 1982-1984=100,lin
2018-07-01,251.214,Index 1982-1984=100,lin
2018-08-01,251.663,Index 1982-1984=100,lin
2018-09-01,252.182,Index 1982-1984=100,lin
2018-10-01,252.772,Index 1982-1984=100,lin
2018-11-01,252.594,Index 1982-1984=100,lin
2018-12-01,252.767,Index 1982-1984=100,lin
2019-01-01,252.561,Index 1982-1984=100,lin
2019-02-01,253.319,Index 1982-1984=100,lin
2019-03-01,254.277,Index 1982-1984=100,lin
2019-04-01,255.233,Index 1982-1984=100,lin
2019-05-01,255.296,Index 1982-1984=100,lin
2019-06-01,255.213,Index 1982-1984=100,lin
2019-07-01,255.802,Index 1982-1984=100,lin
2019-08-01,256.036,Index 1982-1984=100,lin
2019-09-01,256.430,Index 1982-1984=100,lin
2019-10-01,257.155,Index 1982-1984=100,lin
2019-11-01,257.879,Index 1982-1984=100,lin
2019-12-01,258.630,Index 1982-1984=100,lin
2020-01-01,258.906,Index 1982-1984=100,lin
2020-02-01,259.246,Index 1982-1984=100,lin
2020-03-01,258.150,Index 1982-1984=100,lin
2020-04-01,256.126,Index 1982-1984=100,lin
2020-05-01,255.848,Index 1982-1984=100,lin
2020-06-01,257.004,Index 1982-1984=100,lin
2020-07-01,258.408,Index 1982-1984=100,lin
2020-08-01,259.366,Index 1982-1984=100,lin
2020-09-01,259.951,Index 1982-1984=100,lin
2020-10-01,260.249,Index 1982-1984=100,lin
2020-11-01,260.895,Index 1982-1984=100,lin
2020-12-01,262.005,Index 1982-1984=100,lin
2021-01-01,262.518,Index 1982-1984=100,lin
2021-02-01,263.583,Index 1982-1984=100,lin
2021-03-01,264.910,Index 1982-1984=100,lin
2021-04-01,266.752,Index 1982-1984=100,lin
2021-05-01,268.452,Index 1982-1984=100,lin
2021-06-01,270.664,Index 1982-1984=100,lin
2021-07-01,271.994,Index 1982-1984=100,lin
2021-08-01,272.789,Index 1982-1984=100,lin
2021-09-01,273.887,Index 1982-1984=100,lin
2021-10-01,276.434,Index 1982-1984=100,lin
2021-11-01,278.799,Index 1982-1984=100,lin
2021-12-01,280.808,Index 1982-1984=100,lin
2022-01-01,282.390,Index 1982-1984=100,lin
2022-02-01,284.535,Index 1982-1984=100,lin
2022-03-01,287.553,Index 1982-1984=100,lin
2022-04-01,288.764,Index 1982-1984=100,lin
2022-05-01,291.359,Index 1982-1984=100,lin
2022-06-01,294.996,Index 1982-1984=100,lin
2022-07-01,294.977,Index 1982-1984=100,lin
2022-08-01,295.209,Index 1982-1984=100,lin
2022-09-01,296.341,Index 1982-1984=100,lin
2022-10-01,297.863,Index 1982-1984=100,lin
2022-11-01,298.648,Index 1982-1984=100,lin
2022-12-01,298.812,Index 1982-1984=100,lin
2023-01-01,300.356,Index 1982-1984=100,lin
2023-02-01,301.509,Index 1982-1984=100,lin
2023-03-01,301.744,Index 1982-1984=100,lin
2023-04-01,303.032,Index 1982-1984=100,lin
2023-05-01,303.365,Index 1982-1984=100,lin
2023-06-01,304.003,Index 1982-1984=100,lin
2023-07-01,304.628,Index 1982-1984=100,lin
2023-08-01,306.187,Index 1982-1984=100,lin
2023-09-01,307.288,Index 1982-1984=100,lin
2023-10-01,307.531,Index 1982-1984=100,lin
2023-11-01,308.024,Index 1982-1984=100,lin
2023-12-01,308.742,Index 1982-1984=100,lin
2024-01-01,309.685,Index 1982-1984=100,lin
2024-02-01,311.054,Index 1982-1984=100,lin
2024-03-01,312.230,Index 1982-1984=100,lin
2024-04-01,313.207,Index 1982-1984=100,lin
